id,idno,instrument_name,universe,unit_of_analysis,data_kind,authoring_entity_detail,study_type,study_scope,source
11368,IRQ_2016_MCNA_v01_M,Multi Cluster Need Assessment 2016,NA,Household,Event/transaction data [evn],REACH,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11368
11369,UNHCR_IRQ_2017_MCNA_v2.1,Multi Cluster Need Assessment 2017,NA,Household,Event/transaction data [evn],"REACH, Iraq Assessment Working Group",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11369
11371,IRQ_2018_MCNA_v01_M,Multi Cluster Need Assessment 2018,NA,Household,Event/transaction data [evn],"REACH, Iraq Assessment Working Group",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11371
11373,IRQ_2019_MCNA_v01_M,Multi Cluster Need Assessment 2019,NA,Household,Event/transaction data [evn],"REACH, Iraq Assessment Working Group",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11373
11374,IRQ_2020_MCNA_v01_M,Multi Cluster Need Assessment 2020,NA,Household,Event/transaction data [evn],"REACH, Iraq Assessment Working Group",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11374
11376,IRQ_2021_MCNA_v01_M,Multi Cluster Need Assessment 2021,NA,Household,Event/transaction data [evn],REACH,Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11376
9618,BGD_2019_MSNA-JAN_v01_M,"Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response - January 2019",NA,households,NA,United Nations High Commissioner for Refugees (UNHCR),NA,NA,https://catalog.ihsn.org/catalog/9618
9613,BGD_2018_MSNA-CB_v01_M,"Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – July 2018",NA,Households and individuals,NA,UNHCR,NA,NA,https://catalog.ihsn.org/catalog/9613
9619,BGD_2019_MSNA-JUN_v01_M,"Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – June 2019",NA,Household and individual,NA,"UNHCR, IOM Needs and Population Monitoring, ACAPS, WFP VAM, REACH",NA,NA,https://catalog.ihsn.org/catalog/9619
9718,LBN_2019_MPCA-IE_v01_M,Multi-Purpose Cash Assistance: Impact Evaluation on the Well-Being of Syrian Refugees 2020,NA,Household and individual.,Sample survey data [ssd],CAMEALEON,NA,NA,https://catalog.ihsn.org/catalog/9718
11370,IRQ_2017_MSNA_v01_M,Multi-Sector Needs Assessment 2017,NA,Household,Event/transaction data [evn],"UN Refugee Agency (UNHCR) (UN), IMPACT",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11370
11375,IRQ_2020_MSNA_v01_M,Multi-Sector Needs Assessment 2020,NA,Household and member,Event/transaction data [evn],"UN Refugee Agency (UNHCR) (UN), IMPACT",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11375
11377,IRQ_2021_MSNA_v01_M,Multi-Sector Needs Assessment 2021,NA,Household and individual,Sample survey data [ssd],"UN Refugee Agency (UNHCR) (UN), IMPACT",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11377
9235,KEN_2016-2018_MTF_v02_M,Multi-Tier Energy Access Tracking Framework Global Survey 2016-2018,NA,- Household,Sample survey data [ssd],Energy Sector Management Assistance Program (ESMAP) (The World Bank),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9235
9283,HND_2017_MTF_v01_M,Multi-Tier Energy Access Tracking Framework Global Survey 2017,NA,- Household,Sample survey data [ssd],Energy Sector Management Assistance Program (ESMAP) (The World Bank),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9283
8506,ZMB_2017_MTF_v02_M,Multi-Tier Framework Survey for Measuring Energy Access 2017-2018,NA,Households,Sample survey data [ssd],Energy Sector Management Assistance (ESMAP) (World Bank),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8506
8332,MMR_2017_MTF_v01_M,Multi-Tier Framework for Measuring Energy Access 2017,NA,Household,Sample survey data [ssd],ESMAP (The World Bank),Other Household Survey,NA,https://catalog.ihsn.org/catalog/8332
8462,STP_2018_MTF_v01_M,Multi-Tier Framework for Measuring Energy Access 2018,NA,Household,Sample survey data [ssd],ESMAP (World Bank),Other Household Survey,NA,https://catalog.ihsn.org/catalog/8462
9756,NER_2018_MTF_v01_M,Multi-Tier Framework for Measuring Energy Access 2018,NA,Households,Sample survey data [ssd],Energy Sector Management Assistance Program (ESMAP) (World Bank),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9756
10322,THA_2020_RNA-R1_v01_M,"Multi-sector Rapid Needs Assessment and Post-Distribution Monitoring of Cash-Based Intervention May 2020, Round 1",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10322
10323,THA_2020_RNA-R2_v01_M,"Multi-sector Rapid Needs Assessment and Post-Distribution Monitoring of Cash-Based Intervention October 2020, Round 2",NA,Households,Sample survey data [ssd],UN Refugee Agency (UNHCR) (UN),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10323
11326,BFA_2014-2015_MPD_v01_M,Municipal Performance Data from 140 Municipalities in Burkina Faso for the Years 2014 and 2015,NA,CBO(community-based organization)-municipality,Sample survey data [ssd],"Malte Lierl (Yale University), Marcus Holmlund (World Bank)",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/11326
7223,PHL_2016_NDPSMFS_v01_M,National Disability Prevalence Survey / Model Functioning Survey 2016,"Household - all sample households
Individual - persons aged 15 years and older from different educational and cultural backgrounds","household, individual",Sample survey data [ssd],Philippine Statistics Authority (National Economic and Development Authority),Other Household Survey [hh/oth],"The scope of the study includes:
- household characteristics
- work history and benefits
- environmental factors
- functioning
- health condition
- personal assistance, assistive devices and facilitators
- health care utilization
- wellbeing
- empowerment",https://catalog.ihsn.org/catalog/7223
4620,UGA_2012_UNHS_v01_M,National Household Survey 2012-2013,NA,"- Household
- Individual",Sample survey data [ssd],Uganda Bureau of Statistics (Government of Uganda),Socio-Economic/Monitoring Survey [hh/sems],"The scope of the study includes:
- Household demographic characteristics
- Employment
- Unemployment
- Education
- Health facilities
- Service availability
- Water and sanitation in the community
- Community groups
- Work and transport",https://catalog.ihsn.org/catalog/4620
9249,UGA_2016_UNHS_v01_M,National Household Survey 2016-2017,"The survey was based on the household population and excluded the population in institutions, refugee camps, forest reserves, police and army barracks, and other special areas.","- Individuals
- Households
- Communities",Sample survey data [ssd],Uganda Bureau of Statistics (UBOS),Socio-Economic/Monitoring Survey [hh/sems],NA,https://catalog.ihsn.org/catalog/9249
5555,ZAF_2013_NHTS_v01_M,National Household Travel Survey 2013,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks.",Units of analysis in the survey were individuals and households,Sample survey data [ssd],Statistics South Africa,Other Household Survey [hh/oth],"Household: household characteristics,  socio-economic circumstances of households. 
Individual: demographic information (sex, age, race), travel patterns, and attitudes concerning transport",https://catalog.ihsn.org/catalog/5555
10362,ZAF_2020_NHTS_v01_M,National Household Travel Survey 2020,"The target population of the survey consists of all private households in all nine provinces of South Africa and residents in workers' hostels. The survey does not cover other collective living quarters such as students' hostels, old-age homes, hospitals, prisons and military barracks.",Households and individuals,Sample survey data [ssd],Statistics South Africa (Government of South Africa),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10362
6696,KEN_2012_NHS_v01_M,National Housing Survey 2012-2013,NA,"- Households
- Indviduals",Sample survey data [ssd],Kenya National Bureau of Statistics (Ministry of devolution and Planning),"Sample Frame, Households [sf/hh]","The Survey was steered by the National Housing Survey Joint Steering Committee which adopted five questionnaire modules that included:
• Household (owner occupier and renters),
• Built environment professionals,
• Housing developers,
• Housing financiers, and
• Regulatory and institutional framework.",https://catalog.ihsn.org/catalog/6696
8529,ZAF_2020_NIDS-CRAM-W1_v02_M,"National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2020, Wave 1",The universe of the study is South Africans 18 years old or older.,Households and individuals,Sample survey data [ssd],"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8529
8530,ZAF_2020_NIDS-CRAM-W2_v02_M,"National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2020, Wave 2",The universe of the study is South Africans 18 years old or older.,Households and individuals,Sample survey data [ssd],"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/8530
9860,ZAF_2020_NIDS-CRAM-W3_v01_M,"National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2020, Wave 3",The universe of the study is South Africans 18 years old or older.,Households and individuals,Sample survey data [ssd],"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9860
9861,ZAF_2020_NIDS-CRAM-W4_v01_M,"National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2021, Wave 4",The universe of the study is South Africans 18 years old or older.,Households and individuals,Sample survey data [ssd],"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9861
9862,ZAF_2020_NIDS-CRAM-W5_v01_M,"National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2021, Wave 5",The universe of the study is South Africans 18 years old or older.,Households and individuals,Sample survey data [ssd],"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/9862
10206,NGA_2021-2023_NLPS_v05_M,National Longitudinal Phone Survey 2021-2023,NA,"- Households
- Individuals",Sample survey data [ssd],National Bureau of Statistics (NBS) (Federal Government of Nigeria),Other Household Survey [hh/oth],NA,https://catalog.ihsn.org/catalog/10206
7955,UGA_2016_NMPS-ISS_v01_M,National Manpower Survey 2016,The survey targeted households with enterprise and non-household enterprise identified within the enumeration areas. These were  identified during a listing operation undertaken prior to the start of the survey.,"Household 
Individual
Household based enterprises",Sample survey data [ssd],World Bank,Other Household Survey [hh/oth],"The survey covers the following themes:
- Staff Details And Survey Time
- General Personal Information On Employer 
- Previous Working Experience 
- Establishment Information
- Workload / Business Operations
- Employee Characteristics And Vacant Posts
- Capital / Revenue 
- Assets
- Labour
- Market  Access
- Sale And Purchase Values (Values In Last 7 Days)
- Challenges Of Business Expansion
- Registratation  Status",https://catalog.ihsn.org/catalog/7955
6239,TZA_2012_NPS-R3_v01_M,National Panel Survey 2012-2013,"The survey covers all individuals included in the households in the sample.

The eligibility requirement for the NPS is defined as any household member aged 15 years and above, excluding live-in servants. Households with at least one eligible member where completely interviewed, including any subsequent non-eligible members present in the household. Any household or eligible members that had either moved or split away from a primary household were tracked and interviewed in their new location.",Households and individuals.,Sample survey data [ssd],"National Bureau of Statistics (Ministry of Finance,Tanzania)",NA,"The 2012-13 NPS covers the following topics:

- HOUSEHOLD: Household identification; Survey staff details; Household member roster; Eduaction, Health, Labour; Food outside the household; Subject welfare; Food security; Housing, water and sanitation; Consumption of food over the past one week; Non-food expenditures (past one week & one month); Non-food expenditures (past twelve months); Household assets; Family/household non-farm enterprises; Assistance and groups; Credit; Finance; Recent shocks to household welfare; Deaths in the household; Household recontact information; Filter questions; Anthropometry.

- AGRICULTURE:Household roster; Plot roster; Plot details; Crops by plot; Crops - Household totals ( production and sales); Permanent crops by plot; Permanent crops - Household totals (production and sales); Input vouchers; Outgrower schemes and contract farming; Processed agricultural products and agricultural by-products; Farm implents and machinery extension; Extension.

- LIVESTOCK AND FISHERY: Household member roster; Livestock stock; Animal health; Feed, water, housing, breeding; Livestock-labour; Milk; Animal power & dung; Other livestock products; Fishery- Household labour; Fishery- Hired labour; Fishing inputs; Fisheries output; Fish trading.

- COMMUNITY: Community identification; Survey staff details; Access to basic services; Investments projects; Land use; Demographics, land & livestock, Market prices; Local units.",https://catalog.ihsn.org/catalog/6239
