country,iso3c,year,status,instrument_name,instrument_type,source
Vietnam,VNM,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Vietnam,VNM,2016,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Vietnam,VNM,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Vietnam,VNM,2019,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Vietnam,VNM,2020,completed,"COVID-19 High Frequency Phone Survey of Households 2020, Round 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Vanuatu,VUT,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Vanuatu,VUT,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Wallis & Futuna,WLF,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Wallis & Futuna,WLF,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Samoa,WSM,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Samoa,WSM,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Samoa,WSM,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Samoa,WSM,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Samoa,WSM,2020,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kosovo,XKX,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kosovo,XKX,2020,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Kosovo,XKX,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Yemen,YEM,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Yemen,YEM,2014,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
South Africa,ZAF,2010,completed,National Income Dynamics Study 2008-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2010,completed,Income and Expenditure Survey 2010-2011,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2010,completed,"National Income Dynamics Study 2010-2011, Wave 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
South Africa,ZAF,2012,completed,National Income Dynamics Study 2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2012,completed,"National Income Dynamics Study 2012, Wave 3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2013,completed,General Household Survey 2013,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2014,completed,Living Conditions Survey 2014-2015,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2014,completed,"National Income Dynamics Study 2014-2015, Wave 4",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2015,completed,General Household Survey 2015,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2015,completed,"Good Growth Plan, 2014-2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2015,completed,National Income Dynamics Study 2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2015,completed,"Measuring Living Standards within Cities, Durban 2015",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
South Africa,ZAF,2016,completed,General Household Survey 2016,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
South Africa,ZAF,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
South Africa,ZAF,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
South Africa,ZAF,2018,completed,General Household Survey 2018,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Zambia,ZMB,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Zambia,ZMB,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Zambia,ZMB,2014,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Zambia,ZMB,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Zambia,ZMB,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Zambia,ZMB,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Zambia,ZMB,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Zambia,ZMB,2020,completed,"COVID-19 Household Monitoring Phone Survey 2020, Round 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Zimbabwe,ZWE,2010,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Zimbabwe,ZWE,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Zimbabwe,ZWE,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Zimbabwe,ZWE,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Zimbabwe,ZWE,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Zimbabwe,ZWE,2019,completed,"Good Growth Plan, 2016-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Zimbabwe,ZWE,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Zimbabwe,ZWE,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
,,2010,completed,"European Social Survey 2010, Round 5",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
,,2012,completed,"European Social Survey 2012, Round 6",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
,,2014,completed,"European Social Survey 2014, Round 7",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
,,2016,completed,"European Social Survey 2016, Round 8",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
,,2017,completed,"Rapid Emergency Response Survey 2017, Pilot Project",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
