"","country","iso3c","year","status","instrument_name","instrument_type","source","census_round"
"599","Djibouti","DJI",2021,"completed","COVID-19 National Panel Phone Survey 2020, Wave 3","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"600","Djibouti","DJI",2021,"completed","COVID-19 National Panel Phone Survey 2020, Wave 3 - Refugee Sample","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"601","Ecuador","ECU",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"602","Egypt","EGY",2022,"completed","Good Growth Plan, 2022","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"603","Egypt","EGY",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"604","Ethiopia","ETH",2020,"completed","COVID-19 High Frequency Phone Survey of Households 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"605","Ethiopia","ETH",2019,"completed","Socioeconomic Survey, 2018-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"606","Ethiopia","ETH",2016,"completed","Ethiopian Socio-economic Survey - Wave 3, 2015-2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"607","Ethiopia","ETH",2014,"completed","Ethiopian Socioeconomic Survey 2013-2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"608","Ethiopia","ETH",2013,"completed","Land and Soil Experimental Research 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"609","France","FRA",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"610","Gambia","GMB",2016,"completed","Integrated Household Survey 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"611","Georgia","GEO",2021,"completed","Survey of Agricultural Holdings, 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"612","Germany","DEU",2015,"completed","Good Growth Plan, 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"613","Ghana","GHA",2018,"completed","Agricultural Integrated Survey (AGRIS) - Pilot - MEA module, Ghana Pilot Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"614","Ghana","GHA",2018,"completed","Agricultural Integrated Survey (AGRIS) - Pilot - PME module, Ghana Pilot Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"615","Ghana","GHA",2018,"completed","Agricultural Integrated Survey (AGRIS), Pilot - ECO module, Ghana Pilot Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"616","Ghana","GHA",2018,"completed","Agricultural Integrated Survey (AGRIS), Pilot - LABOUR module, Ghana Pilot Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"617","Ghana","GHA",2017,"completed","Living Standard Survey 2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"618","Ghana","GHA",2014,"completed","Good Growth Plan, 2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"619","Guatemala","GTM",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"620","Honduras","HND",2017,"completed","Good Growth Plan, 2014-2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"621","Hungary","HUN",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"622","India","IND",2020,"completed","COVID-19 Related Shocks Survey (CRSS) in Rural India 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"623","India","IND",2020,"completed","COVID-19 Related Shocks Survey in Rural India 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"624","India","IND",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"625","India","IND",2013,"completed","Land and Livestock Holding Survey (Visit 1), 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"626","India","IND",2013,"completed","Land and Livestock Holding Survey (Visit 2), 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"627","India","IND",2013,"completed","Situation Assessment Survey (Visit 1), 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"628","India","IND",2013,"completed","Situation Assessment Survey (Visit 2), 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"629","Indonesia","IDN",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"630","Iraq","IRQ",2021,"completed","High Frequency Phone Survey 2020-2021","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"631","Iraq","IRQ",2013,"completed","Household Socio-Economic Survey 2012","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"632","Italy","ITA",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"633","Japan","JPN",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"634","Jordan","JOR",2015,"completed","Good Growth Plan, 2014-2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"635","Kenya","KEN",2022,"completed","Good Growth Plan, 2022","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"636","Kenya","KEN",2020,"completed","COVID-19 Rapid Response Phone Survey, 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"637","Kenya","KEN",2017,"completed","Decent Work Study in Agriculture - Pilot Survey, 2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"638","Kenya","KEN",2016,"completed","Hunger Safety Net Programme Survey 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"639","Kenya","KEN",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"640","Kiribati","KIR",2020,"completed","Household Income and Expenditure Survey 2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"641","Liberia","LBR",2017,"completed","Household Income and Expenditure Survey 2016-2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"642","Malawi","MWI",2021,"completed","High Frequency Phone Survey 2020-2021","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"643","Malawi","MWI",2020,"completed","Fifth Integrated Household Survey, 2019-2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"644","Malawi","MWI",2017,"completed","Fourth Integrated Household Survey 2016-2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"645","Malawi","MWI",2013,"completed","Integrated Household Panel Survey 2010-2013 (Short-Term Panel)","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"646","Malawi","MWI",2014,"completed","Savings Defaults and Payment Delays for Cash Transfers, 2013-2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"647","Malawi","MWI",2016,"completed","Integrated Household Panel Survey 2010-2013-2016 (Long-Term Panel, 102 EAs)","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"648","Malawi","MWI",2019,"completed","Integrated Household Panel Survey, 2010-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"649","Malaysia","MYS",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"650","Mali","MLI",2020,"completed","COVID-19 Panel Phone Survey of Households, 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"651","Mali","MLI",2018,"completed","Integrated Agricultural Survey 2017-2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"652","Mali","MLI",2014,"completed","Integrated Agricultural Survey 2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"653","Mexico","MEX",2017,"completed","National Agricultural Survey 2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"654","Mexico","MEX",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"655","Mexico","MEX",2014,"completed","National Agricultural Survey 2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"656","Mongolia","MNG",2019,"completed","Pastoralists-driven Data Management System in Mongolia, 2018-2019.","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"657","Morocco","MAR",2022,"completed","Good Growth Plan, 2022","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"658","Morocco","MAR",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"659","Mozambique","MOZ",2015,"completed","Smallholder Household Survey - CGAP, 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"660","Mozambique","MOZ",2015,"completed","CGAP Financial Diaries with Smallholder Households 2014-2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"661","Myanmar","MMR",2021,"completed","High Frequency Phone Survey 2020-2021","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"662","Namibia","NAM",2018,"completed","Post Harvest Losses - Pilot Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"663","Nepal","NPL",2019,"completed","Pilot Agriculture Integrated Survey, 2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"664","Nepal","NPL",2017,"completed","Survey of Migration and Women's Empowerment in Agriculture","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"665","Nepal","NPL",2018,"completed","Household Risk and Vulnerability Survey 2016-2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"666","Nepal","NPL",2016,"completed","Fishery Survey 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"667","Netherlands (Kingdom of the)","NLD",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"668","Niger","NER",2015,"completed","National Survey on Household Living Conditions and Agriculture - Wave 2, 2014 - 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"669","Nigeria","NGA",2020,"completed","National Longitudinal Phone Survey (COVID-19), 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"670","Nigeria","NGA",2019,"completed","General Household Survey, Panel 2018-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"671","Nigeria","NGA",2019,"completed","Good Growth Plan, 2018-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"672","Nigeria","NGA",2019,"completed","Living Standards Survey, 2018-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"673","Nigeria","NGA",2016,"completed","General Household Survey-Panel Wave 3 (Post Harvest) 2015-2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"674","Nigeria","NGA",2016,"completed","Smallholder Household Survey - CGAP, 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"675","Nigeria","NGA",2015,"completed","Feed the Future Nigeria Livelihoods Project - Baseline Survey, 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"676","Nigeria","NGA",2015,"completed","General Household Survey-Panel Wave 3 (Post Planting) 2015-2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"677","Nigeria","NGA",2013,"completed","General Household Survey Panel, Farm Area Measurement Validation Study 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"678","Nigeria","NGA",2013,"completed","General Household Survey, Panel  2012-2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"679","Pacific Region",NA,2020,"completed","Pacific Nutrient DataBase 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"680","Pakistan","PAK",2015,"completed","CGAP Financial Diaries with Smallholder Households 2014-2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"681","Pakistan","PAK",2018,"completed","Good Growth Plan, 2014-2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"682","Papua New Guinea","PNG",2021,"completed","High Frequency Phone Survey 2020-2021, Round 2","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"683","Papua New Guinea","PNG",2020,"completed","High Frequency Phone Survey, 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"684","Paraguay","PRY",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"685","Peru","PER",2018,"completed","National Agricultural Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
